# Latency matrix (nanoseconds) - symmetric
# Row i, Column j = RTT latency between node i and node j
0,224351,223419,221258,10549978,10564179,10573816,10579451
224351,0,223914,221223,10531558,10486307,10529161,10549787
223419,223914,0,225120,10598319,10535863,10514938,10493393
221258,221223,225120,0,10545532,10567023,10551642,10545706
10549978,10531558,10598319,10545532,0,223646,226415,229637
10564179,10486307,10535863,10567023,223646,0,225266,225392
10573816,10529161,10514938,10551642,226415,225266,0,223128
10579451,10549787,10493393,10545706,229637,225392,223128,0
